图像ID,原始文件名,关键点,归一化X,归一化Y,像素X,像素Y
c3dc8d41-86f2d7bd,c3dc8d41-86f2d7bd_IMGA0387.JPG,CC1,0.33835845896147404,0.490787269681742,173,251
c3dc8d41-86f2d7bd,c3dc8d41-86f2d7bd_IMGA0387.JPG,CC2,0.4003350083752093,0.47571189279731996,205,244
c3dc8d41-86f2d7bd,c3dc8d41-86f2d7bd_IMGA0387.JPG,CN1,0.44221105527638194,0.45058626465661644,226,231
c3dc8d41-86f2d7bd,c3dc8d41-86f2d7bd_IMGA0387.JPG,CN2,0.48576214405360135,0.4807370184254606,249,246
c3dc8d41-86f2d7bd,c3dc8d41-86f2d7bd_IMGA0387.JPG,N,0.42211055276381904,0.48408710217755446,216,248
7e54d858-88bca9ef,7e54d858-88bca9ef_IMGA00721.JPG,CC1,0.39028475711892796,0.39028475711892796,200,200
7e54d858-88bca9ef,7e54d858-88bca9ef_IMGA00721.JPG,CC2,0.42546063651591287,0.373534338358459,218,191
7e54d858-88bca9ef,7e54d858-88bca9ef_IMGA00721.JPG,CN1,0.4656616415410385,0.388609715242881,238,199
7e54d858-88bca9ef,7e54d858-88bca9ef_IMGA00721.JPG,CN2,0.5159128978224455,0.3936348408710218,264,202
7e54d858-88bca9ef,7e54d858-88bca9ef_IMGA00721.JPG,N,0.4388609715242881,0.4003350083752093,225,205
bcbbfaf9-91f2003c,bcbbfaf9-91f2003c_20201019_223741-001.jpg,CC1,0.3601340033500838,0.644891122278057,184,330
bcbbfaf9-91f2003c,bcbbfaf9-91f2003c_20201019_223741-001.jpg,CC2,0.4187604690117253,0.6331658291457286,214,324
bcbbfaf9-91f2003c,bcbbfaf9-91f2003c_20201019_223741-001.jpg,CN1,0.4891122278056951,0.6616415410385259,250,339
bcbbfaf9-91f2003c,bcbbfaf9-91f2003c_20201019_223741-001.jpg,CN2,0.5912897822445561,0.6867671691792296,303,352
bcbbfaf9-91f2003c,bcbbfaf9-91f2003c_20201019_223741-001.jpg,N,0.4388609715242881,0.6666666666666665,225,341
fe7c815e-94b7805b,fe7c815e-94b7805b_IMGA0193.JPG,CC1,0.3015075376884422,0.5443886097152428,154,279
fe7c815e-94b7805b,fe7c815e-94b7805b_IMGA0193.JPG,CC2,0.36180904522613067,0.5326633165829145,185,273
fe7c815e-94b7805b,fe7c815e-94b7805b_IMGA0193.JPG,CN1,0.4204355108877722,0.5460636515912898,215,280
fe7c815e-94b7805b,fe7c815e-94b7805b_IMGA0193.JPG,CN2,0.4991624790619765,0.5477386934673367,256,280
fe7c815e-94b7805b,fe7c815e-94b7805b_IMGA0193.JPG,N,0.3852596314907873,0.5644891122278057,197,289
22cef497-99f5a4e8,22cef497-99f5a4e8_20201019_221239-001.jpg,CC1,0.3852596314907873,0.6566164154103853,197,336
22cef497-99f5a4e8,22cef497-99f5a4e8_20201019_221239-001.jpg,CC2,0.45561139028475706,0.6532663316582915,233,334
22cef497-99f5a4e8,22cef497-99f5a4e8_20201019_221239-001.jpg,CN1,0.5494137353433836,0.6984924623115577,281,358
22cef497-99f5a4e8,22cef497-99f5a4e8_20201019_221239-001.jpg,CN2,0.6499162479061976,0.6733668341708543,333,345
22cef497-99f5a4e8,22cef497-99f5a4e8_20201019_221239-001.jpg,N,0.4824120603015075,0.7018425460636516,247,359
0ca38890-342b5764,0ca38890-342b5764_IMGA0063.JPG,CC1,0.4438860971524289,0.47068676716917923,227,241
0ca38890-342b5764,0ca38890-342b5764_IMGA0063.JPG,CC2,0.48576214405360135,0.4489112227805695,249,230
0ca38890-342b5764,0ca38890-342b5764_IMGA0063.JPG,CN1,0.5192629815745393,0.48743718592964824,266,250
0ca38890-342b5764,0ca38890-342b5764_IMGA0063.JPG,CN2,0.6197654941373534,0.5125628140703518,317,262
0ca38890-342b5764,0ca38890-342b5764_IMGA0063.JPG,N,0.48408710217755446,0.48743718592964824,248,250
6e9d7134-350f05cc,6e9d7134-350f05cc_IMGA0082.JPG,CC1,0.4137353433835846,0.3852596314907873,212,197
6e9d7134-350f05cc,6e9d7134-350f05cc_IMGA0082.JPG,CC2,0.45561139028475706,0.4003350083752093,233,205
6e9d7134-350f05cc,6e9d7134-350f05cc_IMGA0082.JPG,CN1,0.4991624790619765,0.37185929648241206,256,190
6e9d7134-350f05cc,6e9d7134-350f05cc_IMGA0082.JPG,CN2,0.542713567839196,0.4036850921273032,278,207
6e9d7134-350f05cc,6e9d7134-350f05cc_IMGA0082.JPG,N,0.47906197654941374,0.4003350083752093,245,205
7efb8fd9-415ddeff,7efb8fd9-415ddeff_IMGA0254.JPG,CC1,0.4388609715242881,0.4807370184254606,225,246
7efb8fd9-415ddeff,7efb8fd9-415ddeff_IMGA0254.JPG,CC2,0.5862646566164154,0.46901172529313234,300,240
7efb8fd9-415ddeff,7efb8fd9-415ddeff_IMGA0254.JPG,CN1,0.5963149078726968,0.4271356783919598,305,219
7efb8fd9-415ddeff,7efb8fd9-415ddeff_IMGA0254.JPG,CN2,0.6649916247906198,0.4489112227805695,340,230
7efb8fd9-415ddeff,7efb8fd9-415ddeff_IMGA0254.JPG,N,0.6164154103852596,0.46063651591289784,316,236
7873efe9-441d7ec1,7873efe9-441d7ec1_IMGA0201.JPG,CC1,0.42546063651591287,0.541038525963149,218,277
7873efe9-441d7ec1,7873efe9-441d7ec1_IMGA0201.JPG,CC2,0.47906197654941374,0.5309882747068677,245,272
7873efe9-441d7ec1,7873efe9-441d7ec1_IMGA0201.JPG,CN1,0.5326633165829145,0.5561139028475712,273,285
7873efe9-441d7ec1,7873efe9-441d7ec1_IMGA0201.JPG,CN2,0.6164154103852596,0.5745393634840871,316,294
7873efe9-441d7ec1,7873efe9-441d7ec1_IMGA0201.JPG,N,0.4723618090452261,0.5745393634840871,242,294
12cf8ab6-544cb624,12cf8ab6-544cb624_IMGA0003.JPG,CC1,0.47906197654941374,0.35343383584589616,245,181
12cf8ab6-544cb624,12cf8ab6-544cb624_IMGA0003.JPG,CC2,0.5192629815745393,0.31993299832495814,266,164
12cf8ab6-544cb624,12cf8ab6-544cb624_IMGA0003.JPG,CN1,0.559463986599665,0.34673366834170855,286,178
12cf8ab6-544cb624,12cf8ab6-544cb624_IMGA0003.JPG,CN2,0.6398659966499163,0.3969849246231156,328,203
12cf8ab6-544cb624,12cf8ab6-544cb624_IMGA0003.JPG,N,0.5309882747068677,0.35678391959798994,272,183
df6308ed-577e7b2b,df6308ed-577e7b2b_2012-09-09-145.jpg,CC1,0.3249581239530988,0.6046901172529313,166,310
df6308ed-577e7b2b,df6308ed-577e7b2b_2012-09-09-145.jpg,CC2,0.4187604690117253,0.5778894472361809,214,296
df6308ed-577e7b2b,df6308ed-577e7b2b_2012-09-09-145.jpg,CN1,0.4891122278056951,0.5946398659966499,250,304
df6308ed-577e7b2b,df6308ed-577e7b2b_2012-09-09-145.jpg,CN2,0.609715242881072,0.6197654941373534,312,317
df6308ed-577e7b2b,df6308ed-577e7b2b_2012-09-09-145.jpg,N,0.4388609715242881,0.6314907872696818,225,323
d6d5f2e9-630ecd9c,d6d5f2e9-630ecd9c_IMGA0742.JPG,CC1,0.42211055276381904,0.4773869346733669,216,244
d6d5f2e9-630ecd9c,d6d5f2e9-630ecd9c_IMGA0742.JPG,CC2,0.4773869346733669,0.45226130653266333,244,232
d6d5f2e9-630ecd9c,d6d5f2e9-630ecd9c_IMGA0742.JPG,CN1,0.5209380234505863,0.4807370184254606,267,246
d6d5f2e9-630ecd9c,d6d5f2e9-630ecd9c_IMGA0742.JPG,CN2,0.6030150753768844,0.5175879396984925,309,265
d6d5f2e9-630ecd9c,d6d5f2e9-630ecd9c_IMGA0742.JPG,N,0.4824120603015075,0.4824120603015075,247,247
2300587b-857d97b9,2300587b-857d97b9_IMGA00251.JPG,CC1,0.41038525963149075,0.4807370184254606,210,246
2300587b-857d97b9,2300587b-857d97b9_IMGA00251.JPG,CC2,0.4639865996649916,0.47403685092127307,238,243
2300587b-857d97b9,2300587b-857d97b9_IMGA00251.JPG,CN1,0.5108877721943048,0.4656616415410385,262,238
2300587b-857d97b9,2300587b-857d97b9_IMGA00251.JPG,CN2,0.542713567839196,0.49748743718592964,278,255
2300587b-857d97b9,2300587b-857d97b9_IMGA00251.JPG,N,0.4891122278056951,0.49748743718592964,250,255
59b9798b-880f3197,59b9798b-880f3197_20210119_093708-001.jpg,CC1,0.4137353433835846,0.5711892797319933,212,292
59b9798b-880f3197,59b9798b-880f3197_20210119_093708-001.jpg,CC2,0.48576214405360135,0.5058626465661642,249,259
59b9798b-880f3197,59b9798b-880f3197_20210119_093708-001.jpg,CN1,0.559463986599665,0.5443886097152428,286,279
59b9798b-880f3197,59b9798b-880f3197_20210119_093708-001.jpg,CN2,0.6666666666666665,0.5879396984924623,341,301
59b9798b-880f3197,59b9798b-880f3197_20210119_093708-001.jpg,N,0.5175879396984925,0.5678391959798995,265,291
2a6aba68-931e2a8f,2a6aba68-931e2a8f_IMGA0929.JPG,CC1,0.31155778894472363,0.5142378559463987,160,263
2a6aba68-931e2a8f,2a6aba68-931e2a8f_IMGA0929.JPG,CC2,0.3953098827470687,0.4991624790619765,202,256
2a6aba68-931e2a8f,2a6aba68-931e2a8f_IMGA0929.JPG,CN1,0.4388609715242881,0.48743718592964824,225,250
2a6aba68-931e2a8f,2a6aba68-931e2a8f_IMGA0929.JPG,CN2,0.4924623115577889,0.5142378559463987,252,263
2a6aba68-931e2a8f,2a6aba68-931e2a8f_IMGA0929.JPG,N,0.42546063651591287,0.5159128978224455,218,264
d3463d18-936de707,d3463d18-936de707_IMGA0164.JPG,CC1,0.48743718592964824,0.5460636515912898,250,280
d3463d18-936de707,d3463d18-936de707_IMGA0164.JPG,CC2,0.5393634840871022,0.5376884422110553,276,275
d3463d18-936de707,d3463d18-936de707_IMGA0164.JPG,CN1,0.5695142378559463,0.5661641541038526,292,290
d3463d18-936de707,d3463d18-936de707_IMGA0164.JPG,CN2,0.6298157453936348,0.5946398659966499,322,304
d3463d18-936de707,d3463d18-936de707_IMGA0164.JPG,N,0.5360134003350083,0.5745393634840871,274,294
6f782e69-960a96b4,6f782e69-960a96b4_IMGA0105.JPG,CC1,0.42211055276381904,0.47403685092127307,216,243
6f782e69-960a96b4,6f782e69-960a96b4_IMGA0105.JPG,CC2,0.4656616415410385,0.4455611390284757,238,228
6f782e69-960a96b4,6f782e69-960a96b4_IMGA0105.JPG,CN1,0.507537688442211,0.48408710217755446,260,248
6f782e69-960a96b4,6f782e69-960a96b4_IMGA0105.JPG,CN2,0.5979899497487438,0.48408710217755446,306,248
6f782e69-960a96b4,6f782e69-960a96b4_IMGA0105.JPG,N,0.4656616415410385,0.4773869346733669,238,244
5b0a2fcf-3277efda,5b0a2fcf-3277efda_IMGA0050.JPG,CC1,0.3433835845896148,0.507537688442211,176,260
5b0a2fcf-3277efda,5b0a2fcf-3277efda_IMGA0050.JPG,CC2,0.3936348408710218,0.509212730318258,202,261
5b0a2fcf-3277efda,5b0a2fcf-3277efda_IMGA0050.JPG,CN1,0.44221105527638194,0.5175879396984925,226,265
5b0a2fcf-3277efda,5b0a2fcf-3277efda_IMGA0050.JPG,CN2,0.49748743718592964,0.5443886097152428,255,279
5b0a2fcf-3277efda,5b0a2fcf-3277efda_IMGA0050.JPG,N,0.4137353433835846,0.5360134003350083,212,274
0cd88a80-3502cba4,0cd88a80-3502cba4_IMGA0096.JPG,CC1,0.4489112227805695,0.37520938023450584,230,192
0cd88a80-3502cba4,0cd88a80-3502cba4_IMGA0096.JPG,CC2,0.4991624790619765,0.34505862646566166,256,177
0cd88a80-3502cba4,0cd88a80-3502cba4_IMGA0096.JPG,CN1,0.5460636515912898,0.36348408710217756,280,186
0cd88a80-3502cba4,0cd88a80-3502cba4_IMGA0096.JPG,CN2,0.6130653266331658,0.373534338358459,314,191
0cd88a80-3502cba4,0cd88a80-3502cba4_IMGA0096.JPG,N,0.5142378559463987,0.3969849246231156,263,203
064a4878-4284e832,064a4878-4284e832_NOKIA_Lumia_710_001263.jpg,CC1,0.40033500837520947,0.388609715242881,205,199
064a4878-4284e832,064a4878-4284e832_NOKIA_Lumia_710_001263.jpg,CC2,0.4589614740368509,0.36348408710217756,235,186
064a4878-4284e832,064a4878-4284e832_NOKIA_Lumia_710_001263.jpg,CN1,0.5025125628140703,0.38358458961474035,257,196
064a4878-4284e832,064a4878-4284e832_NOKIA_Lumia_710_001263.jpg,CN2,0.5896147403685092,0.3969849246231156,302,203
064a4878-4284e832,064a4878-4284e832_NOKIA_Lumia_710_001263.jpg,N,0.47906197654941374,0.4003350083752093,245,205
83fc4490-4722eff9,83fc4490-4722eff9_IMGA0381.JPG,CC1,0.3936348408710218,0.407035175879397,202,208
83fc4490-4722eff9,83fc4490-4722eff9_IMGA0381.JPG,CC2,0.40871021775544386,0.4271356783919598,209,219
83fc4490-4722eff9,83fc4490-4722eff9_IMGA0381.JPG,CN1,0.4489112227805695,0.4304857621440536,230,220
83fc4490-4722eff9,83fc4490-4722eff9_IMGA0381.JPG,CN2,0.49413735343383586,0.4271356783919598,253,219
83fc4490-4722eff9,83fc4490-4722eff9_IMGA0381.JPG,N,0.42546063651591287,0.4371859296482412,218,224
20ee6560-ffa166e9,20ee6560-ffa166e9_IMGA0172.JPG,CC1,0.4204355108877722,0.4137353433835846,215,212
20ee6560-ffa166e9,20ee6560-ffa166e9_IMGA0172.JPG,CC2,0.4656616415410385,0.4137353433835846,238,212
20ee6560-ffa166e9,20ee6560-ffa166e9_IMGA0172.JPG,CN1,0.5175879396984925,0.4472361809045226,265,229
20ee6560-ffa166e9,20ee6560-ffa166e9_IMGA0172.JPG,CN2,0.5896147403685092,0.4539363484087102,302,232
20ee6560-ffa166e9,20ee6560-ffa166e9_IMGA0172.JPG,N,0.4824120603015075,0.4438860971524289,247,227
146b6613-6903b4d4,146b6613-6903b4d4_IMGA0244.JPG,CC1,0.4355108877721943,0.4371859296482412,223,224
146b6613-6903b4d4,146b6613-6903b4d4_IMGA0244.JPG,CC2,0.48576214405360135,0.4355108877721943,249,223
146b6613-6903b4d4,146b6613-6903b4d4_IMGA0244.JPG,CN1,0.5276381909547738,0.4489112227805695,270,230
146b6613-6903b4d4,146b6613-6903b4d4_IMGA0244.JPG,CN2,0.5979899497487438,0.45058626465661644,306,231
146b6613-6903b4d4,146b6613-6903b4d4_IMGA0244.JPG,N,0.509212730318258,0.4623115577889447,261,237
2fddb50c-7903ea57,2fddb50c-7903ea57_IMGA0148.JPG,CC1,0.4003350083752093,0.5041876046901173,205,258
2fddb50c-7903ea57,2fddb50c-7903ea57_IMGA0148.JPG,CC2,0.5125628140703518,0.5025125628140703,262,257
2fddb50c-7903ea57,2fddb50c-7903ea57_IMGA0148.JPG,CN1,0.5829145728643216,0.49748743718592964,298,255
2fddb50c-7903ea57,2fddb50c-7903ea57_IMGA0148.JPG,CN2,0.6649916247906198,0.5108877721943048,340,262
2fddb50c-7903ea57,2fddb50c-7903ea57_IMGA0148.JPG,N,0.5494137353433836,0.5326633165829145,281,273
ea74d2b0-34146e50,ea74d2b0-34146e50_IMGA01051.JPG,CC1,0.455611390284757,0.5561139028475712,233,285
ea74d2b0-34146e50,ea74d2b0-34146e50_IMGA01051.JPG,CC2,0.47906197654941374,0.5376884422110553,245,275
ea74d2b0-34146e50,ea74d2b0-34146e50_IMGA01051.JPG,CN1,0.5226130653266332,0.5460636515912898,268,280
ea74d2b0-34146e50,ea74d2b0-34146e50_IMGA01051.JPG,CN2,0.5527638190954773,0.5527638190954773,283,283
ea74d2b0-34146e50,ea74d2b0-34146e50_IMGA01051.JPG,N,0.4991624790619765,0.5561139028475712,256,285
d6cd7f09-34838dad,d6cd7f09-34838dad_IMGA0558.JPG,CC1,0.42546063651591287,0.39028475711892796,218,200
d6cd7f09-34838dad,d6cd7f09-34838dad_IMGA0558.JPG,CC2,0.4639865996649916,0.35678391959798994,238,183
d6cd7f09-34838dad,d6cd7f09-34838dad_IMGA0558.JPG,CN1,0.5025125628140703,0.38023450586264657,257,195
d6cd7f09-34838dad,d6cd7f09-34838dad_IMGA0558.JPG,CN2,0.5795644891122278,0.407035175879397,297,208
d6cd7f09-34838dad,d6cd7f09-34838dad_IMGA0558.JPG,N,0.4773869346733669,0.4036850921273032,244,207
472eab60-51676a98,472eab60-51676a98_IMGA0188.JPG,CC1,0.33500837520938026,0.4589614740368509,172,235
472eab60-51676a98,472eab60-51676a98_IMGA0188.JPG,CC2,0.38358458961474035,0.4539363484087102,196,232
472eab60-51676a98,472eab60-51676a98_IMGA0188.JPG,CN1,0.42211055276381904,0.4623115577889447,216,237
472eab60-51676a98,472eab60-51676a98_IMGA0188.JPG,CN2,0.46901172529313234,0.46733668341708545,240,239
472eab60-51676a98,472eab60-51676a98_IMGA0188.JPG,N,0.3969849246231156,0.47571189279731996,203,244
101ea628-63049d8f,101ea628-63049d8f_IMGA0077.JPG,CC1,0.3149078726968174,0.47571189279731996,161,244
101ea628-63049d8f,101ea628-63049d8f_IMGA0077.JPG,CC2,0.35175879396984927,0.48408710217755446,180,248
101ea628-63049d8f,101ea628-63049d8f_IMGA0077.JPG,CN1,0.4020100502512563,0.5008375209380235,206,256
101ea628-63049d8f,101ea628-63049d8f_IMGA0077.JPG,CN2,0.4489112227805695,0.5058626465661642,230,259
101ea628-63049d8f,101ea628-63049d8f_IMGA0077.JPG,N,0.37018425460636517,0.4991624790619765,190,256
cfe8854b-98107adf,cfe8854b-98107adf_IMGA0476.JPG,CC1,0.39865996649916247,0.340033500837521,204,174
cfe8854b-98107adf,cfe8854b-98107adf_IMGA0476.JPG,CC2,0.4388609715242881,0.32663316582914576,225,167
cfe8854b-98107adf,cfe8854b-98107adf_IMGA0476.JPG,CN1,0.49581239530988275,0.34840871021775544,254,178
cfe8854b-98107adf,cfe8854b-98107adf_IMGA0476.JPG,CN2,0.5561139028475712,0.36515912897822445,285,187
cfe8854b-98107adf,cfe8854b-98107adf_IMGA0476.JPG,N,0.4606365159128976,0.36348408710217744,236,186
ff941fc4-699743a0,ff941fc4-699743a0_NOKIA_Lumia_710_000774.jpg,CC1,0.4288107202680067,0.5879396984924623,220,301
ff941fc4-699743a0,ff941fc4-699743a0_NOKIA_Lumia_710_000774.jpg,CC2,0.5058626465661642,0.5678391959798995,259,291
ff941fc4-699743a0,ff941fc4-699743a0_NOKIA_Lumia_710_000774.jpg,CN1,0.5494137353433836,0.5460636515912898,281,280
ff941fc4-699743a0,ff941fc4-699743a0_NOKIA_Lumia_710_000774.jpg,CN2,0.6030150753768844,0.5628140703517588,309,288
ff941fc4-699743a0,ff941fc4-699743a0_NOKIA_Lumia_710_000774.jpg,N,0.5460636515912898,0.576214405360134,280,295
a97cf6b0-1265139c,a97cf6b0-1265139c_IMGA0035.JPG,CC1,0.39028475711892796,0.5159128978224455,200,264
a97cf6b0-1265139c,a97cf6b0-1265139c_IMGA0035.JPG,CC2,0.4355108877721943,0.5226130653266332,223,268
a97cf6b0-1265139c,a97cf6b0-1265139c_IMGA0035.JPG,CN1,0.4723618090452261,0.5309882747068677,242,272
a97cf6b0-1265139c,a97cf6b0-1265139c_IMGA0035.JPG,CN2,0.5058626465661642,0.5276381909547738,259,270
a97cf6b0-1265139c,a97cf6b0-1265139c_IMGA0035.JPG,N,0.45058626465661644,0.5376884422110553,231,275
91fafd55-03456246,91fafd55-03456246_IMGA0591.JPG,CC1,0.4589614740368509,0.47403685092127307,235,243
91fafd55-03456246,91fafd55-03456246_IMGA0591.JPG,CC2,0.5041876046901173,0.4539363484087102,258,232
91fafd55-03456246,91fafd55-03456246_IMGA0591.JPG,CN1,0.5577889447236181,0.4639865996649916,286,238
91fafd55-03456246,91fafd55-03456246_IMGA0591.JPG,CN2,0.6046901172529313,0.45561139028475706,310,233
91fafd55-03456246,91fafd55-03456246_IMGA0591.JPG,N,0.525963149078727,0.48408710217755446,269,248
5128d076-44887975,5128d076-44887975_IMGA0036.JPG,CC1,0.31155778894472363,0.3685092127303183,160,189
5128d076-44887975,5128d076-44887975_IMGA0036.JPG,CC2,0.35343383584589616,0.33668341708542715,181,172
5128d076-44887975,5128d076-44887975_IMGA0036.JPG,CN1,0.4020100502512563,0.37520938023450584,206,192
5128d076-44887975,5128d076-44887975_IMGA0036.JPG,CN2,0.5125628140703518,0.4271356783919598,262,219
5128d076-44887975,5128d076-44887975_IMGA0036.JPG,N,0.35678391959798994,0.37688442211055284,183,193
83fa2f7b-60183925,83fa2f7b-60183925_IMGA0140.JPG,CC1,0.355108877721943,0.407035175879397,182,208
83fa2f7b-60183925,83fa2f7b-60183925_IMGA0140.JPG,CC2,0.4187604690117253,0.37688442211055284,214,193
83fa2f7b-60183925,83fa2f7b-60183925_IMGA0140.JPG,CN1,0.4639865996649916,0.3450586264656617,238,177
83fa2f7b-60183925,83fa2f7b-60183925_IMGA0140.JPG,CN2,0.5108877721943048,0.3601340033500838,262,184
83fa2f7b-60183925,83fa2f7b-60183925_IMGA0140.JPG,N,0.45226130653266333,0.37688442211055284,232,193
b5acc486-a1e3493f,b5acc486-a1e3493f_IMGA0266.JPG,CC1,0.40871021775544386,0.45058626465661644,209,231
b5acc486-a1e3493f,b5acc486-a1e3493f_IMGA0266.JPG,CC2,0.4472361809045226,0.4204355108877722,229,215
b5acc486-a1e3493f,b5acc486-a1e3493f_IMGA0266.JPG,CN1,0.5058626465661642,0.4355108877721943,259,223
b5acc486-a1e3493f,b5acc486-a1e3493f_IMGA0266.JPG,CN2,0.5628140703517588,0.44053601340033505,288,226
b5acc486-a1e3493f,b5acc486-a1e3493f_IMGA0266.JPG,N,0.4623115577889447,0.4623115577889447,237,237
a4587bf2-a6d32e0d,a4587bf2-a6d32e0d_IMGA0205.JPG,CC1,0.4438860971524289,0.48576214405360135,227,249
a4587bf2-a6d32e0d,a4587bf2-a6d32e0d_IMGA0205.JPG,CC2,0.5527638190954773,0.4589614740368509,283,235
a4587bf2-a6d32e0d,a4587bf2-a6d32e0d_IMGA0205.JPG,CN1,0.5996649916247906,0.4288107202680067,307,220
a4587bf2-a6d32e0d,a4587bf2-a6d32e0d_IMGA0205.JPG,CN2,0.6616415410385259,0.4455611390284757,339,228
a4587bf2-a6d32e0d,a4587bf2-a6d32e0d_IMGA0205.JPG,N,0.6046901172529313,0.4589614740368509,310,235
24d60276-a6db5302,24d60276-a6db5302_20201208_081106-001.jpg,CC1,0.33835845896147404,0.49581239530988275,173,254
24d60276-a6db5302,24d60276-a6db5302_20201208_081106-001.jpg,CC2,0.40871021775544386,0.5695142378559463,209,292
24d60276-a6db5302,24d60276-a6db5302_20201208_081106-001.jpg,CN1,0.525963149078727,0.5711892797319933,269,292
24d60276-a6db5302,24d60276-a6db5302_20201208_081106-001.jpg,CN2,0.6666666666666665,0.5879396984924623,341,301
24d60276-a6db5302,24d60276-a6db5302_20201208_081106-001.jpg,N,0.46733668341708545,0.6046901172529313,239,310
fe933ea0-a7d8bd7a,fe933ea0-a7d8bd7a_IMGA0027.JPG,CC1,0.37520938023450584,0.46733668341708545,192,239
fe933ea0-a7d8bd7a,fe933ea0-a7d8bd7a_IMGA0027.JPG,CC2,0.4438860971524289,0.457286432160804,227,234
fe933ea0-a7d8bd7a,fe933ea0-a7d8bd7a_IMGA0027.JPG,CN1,0.49413735343383586,0.4271356783919598,253,219
fe933ea0-a7d8bd7a,fe933ea0-a7d8bd7a_IMGA0027.JPG,CN2,0.5510887772194304,0.4338358458961473,282,222
fe933ea0-a7d8bd7a,fe933ea0-a7d8bd7a_IMGA0027.JPG,N,0.4891122278056951,0.457286432160804,250,234
218c285b-a16c07c8,218c285b-a16c07c8_IMGA0095.JPG,CC1,0.4120603015075377,0.38358458961474035,211,196
218c285b-a16c07c8,218c285b-a16c07c8_IMGA0095.JPG,CC2,0.4388609715242881,0.3417085427135678,225,175
218c285b-a16c07c8,218c285b-a16c07c8_IMGA0095.JPG,CN1,0.48743718592964824,0.36180904522613067,250,185
218c285b-a16c07c8,218c285b-a16c07c8_IMGA0095.JPG,CN2,0.5577889447236181,0.3668341708542713,286,188
218c285b-a16c07c8,218c285b-a16c07c8_IMGA0095.JPG,N,0.45226130653266333,0.3852596314907873,232,197
867404f3-a62da3d7,867404f3-a62da3d7_IMGA0092.JPG,CC1,0.44221105527638194,0.38023450586264657,226,195
867404f3-a62da3d7,867404f3-a62da3d7_IMGA0092.JPG,CC2,0.47068676716917923,0.3417085427135678,241,175
867404f3-a62da3d7,867404f3-a62da3d7_IMGA0092.JPG,CN1,0.5142378559463987,0.3668341708542713,263,188
867404f3-a62da3d7,867404f3-a62da3d7_IMGA0092.JPG,CN2,0.5862646566164154,0.35678391959798994,300,183
867404f3-a62da3d7,867404f3-a62da3d7_IMGA0092.JPG,N,0.47906197654941374,0.39028475711892796,245,200
78210b44-a92b9890,78210b44-a92b9890_IMGA07835.JPG,CC1,0.4237855946398659,0.47571189279731996,217,244
78210b44-a92b9890,78210b44-a92b9890_IMGA07835.JPG,CC2,0.4656616415410385,0.46901172529313234,238,240
78210b44-a92b9890,78210b44-a92b9890_IMGA07835.JPG,CN1,0.4773869346733669,0.5008375209380235,244,256
78210b44-a92b9890,78210b44-a92b9890_IMGA07835.JPG,CN2,0.5778894472361809,0.5041876046901173,296,258
78210b44-a92b9890,78210b44-a92b9890_IMGA07835.JPG,N,0.45226130653266333,0.49413735343383586,232,253
a6c1ea5f-a4150407,a6c1ea5f-a4150407_IMGA0187.JPG,CC1,0.40871021775544386,0.4589614740368509,209,235
a6c1ea5f-a4150407,a6c1ea5f-a4150407_IMGA0187.JPG,CC2,0.47906197654941374,0.457286432160804,245,234
a6c1ea5f-a4150407,a6c1ea5f-a4150407_IMGA0187.JPG,CN1,0.5360134003350083,0.47403685092127307,274,243
a6c1ea5f-a4150407,a6c1ea5f-a4150407_IMGA0187.JPG,CN2,0.6298157453936348,0.48576214405360135,322,249
a6c1ea5f-a4150407,a6c1ea5f-a4150407_IMGA0187.JPG,N,0.4991624790619765,0.49413735343383586,256,253
1646228e-ab7428fb,1646228e-ab7428fb_NOKIA_Lumia_710_000774-001.jpg,CC1,0.3433835845896148,0.6415410385259631,176,328
1646228e-ab7428fb,1646228e-ab7428fb_NOKIA_Lumia_710_000774-001.jpg,CC2,0.47906197654941374,0.6013400335008375,245,308
1646228e-ab7428fb,1646228e-ab7428fb_NOKIA_Lumia_710_000774-001.jpg,CN1,0.5561139028475712,0.5695142378559463,285,292
1646228e-ab7428fb,1646228e-ab7428fb_NOKIA_Lumia_710_000774-001.jpg,CN2,0.6482412060301508,0.6080402010050251,332,311
1646228e-ab7428fb,1646228e-ab7428fb_NOKIA_Lumia_710_000774-001.jpg,N,0.542713567839196,0.626465661641541,278,321
a6d61c4a-abcfaf9f,a6d61c4a-abcfaf9f_IMGA0004.JPG,CC1,0.42546063651591287,0.41038525963149086,218,210
a6d61c4a-abcfaf9f,a6d61c4a-abcfaf9f_IMGA0004.JPG,CC2,0.46733668341708545,0.3852596314907873,239,197
a6d61c4a-abcfaf9f,a6d61c4a-abcfaf9f_IMGA0004.JPG,CN1,0.5058626465661642,0.38023450586264657,259,195
a6d61c4a-abcfaf9f,a6d61c4a-abcfaf9f_IMGA0004.JPG,CN2,0.5494137353433836,0.3936348408710218,281,202
a6d61c4a-abcfaf9f,a6d61c4a-abcfaf9f_IMGA0004.JPG,N,0.4891122278056951,0.4003350083752093,250,205
149ec9a6-af95ad79,149ec9a6-af95ad79_IMGA0362.JPG,CC1,0.4204355108877722,0.4371859296482412,215,224
149ec9a6-af95ad79,149ec9a6-af95ad79_IMGA0362.JPG,CC2,0.48743718592964824,0.423785594639866,250,217
149ec9a6-af95ad79,149ec9a6-af95ad79_IMGA0362.JPG,CN1,0.5159128978224455,0.39195979899497485,264,201
